time,dt,meca_position_measure_received,meca_position_x,meca_position_y,visu_position_measure_received,visu_position_x,visu_position_y,visu_velocity_measure_received,visu_velocity_x,visu_velocity_y,imu_accel_measure_received,accel_mss_x,accel_mss_y,imu_theta_measure_received,imu_theta,kalman_position_x,kalman_position_y
1466779695378,0.01,0,-0.058904,0.0,0,-0.005465,-0.002053,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058896,4.6e-05
1466779695388,0.01,0,-0.058904,0.0,0,-0.005465,-0.002053,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058896,4.7e-05
1466779695398,0.01,0,-0.058904,0.0,0,-0.005465,-0.002053,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058896,4.8e-05
1466779695408,0.01,0,-0.058904,0.0,0,-0.005465,-0.002053,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058896,4.9e-05
1466779695418,0.01,0,-0.058904,0.0,1,-0.006756,-0.002346,1,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058896,5e-05
1466779695428,0.01,0,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058896,5.1e-05
1466779695438,0.01,1,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1e-06
1466779695448,0.01,0,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,2e-06
1466779695458,0.01,0,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,3e-06
1466779695468,0.01,0,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,4e-06
1466779695478,0.01,0,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,5e-06
1466779695488,0.01,0,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,6e-06
1466779695498,0.01,0,-0.058904,0.0,0,-0.006756,-0.002346,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,7e-06
1466779695508,0.01,0,-0.058904,0.0,1,-0.007273,-0.003868,1,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,8e-06
1466779695518,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,9e-06
1466779695528,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1e-05
1466779695538,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.1e-05
1466779695548,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.2e-05
1466779695558,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.3e-05
1466779695568,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.4e-05
1466779695578,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.5e-05
1466779695588,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.6e-05
1466779695598,0.01,0,-0.058904,0.0,0,-0.007273,-0.003868,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.7e-05
1466779695608,0.01,0,-0.058904,0.0,1,-0.007745,-0.005278,1,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.8e-05
1466779695618,0.01,0,-0.058904,0.0,0,-0.007745,-0.005278,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,1.9e-05
1466779695628,0.01,0,-0.058904,0.0,0,-0.007745,-0.005278,0,0.0001,0.0001,1,0.0001,0.0001,1,0.0,-0.058904,2e-05
